ID,Gene,gene_length,Transcript count,weights
cg00741410,TAS1R1,24576,5,0.2373909546133163
cg07565540,ZBTB48,9279,8,0.609192805915982
cg13779133,ZBTB48,9279,8,0.6000106408773321
cg03699618,ZBTB48,9279,8,0.660260249775184
cg17500119,ZBTB48,9279,8,0.5759990608071018
cg22431590,ZBTB48,9279,8,0.6796544787732184
cg09143576,ZBTB48,9279,8,0.3822922512053308
cg20327061,ZBTB48,9279,8,0.4231388158307395
cg24809958,KLHL21,23883,5,0.5424702207586557
cg22719269,KLHL21,23883,5,0.4596882461896185
cg25479082,KLHL21,23883,5,0.1051662277966214
cg08429159,KLHL21,23883,5,0.4964450637914749
cg11688219,THAP3,10720,8,0.741044292339753
cg24312985,THAP3,10720,8,0.4653995246782043
cg02357257,THAP3,10720,8,0.7056946050047701
cg24635178,THAP3,10720,8,0.5936846469416441
cg14848383,THAP3,10720,8,0.4913301374409485
cg27300967,THAP3,10720,8,0.443567038672266
cg12072178,VAMP3,10163,3,0.6047294323547071
cg26816564,VAMP3,10163,3,0.6894829919876438
cg03630344,VAMP3,10163,3,0.566116454981954
cg25594040,VAMP3,10163,3,0.639672235710632
cg00773965,VAMP3,10163,3,0.6243702084232273
cg14823007,VAMP3,10163,3,0.1280324217636958
cg00703019,VAMP3,10163,3,0.49786848763345
cg12258811,PER3,60857,7,0.4662494133049329
cg08764927,PER3,60857,7,0.3168068534472663
cg25514503,PER3,60857,7,0.2588233090885211
cg25007680,PARK7,31214,10,0.447308249008974
cg00042356,PARK7,31214,10,0.5513802596853398
cg16277144,PARK7,31214,10,0.7030969515974972
cg05165700,PARK7,31214,10,0.6325267124065711
cg24006384,PARK7,31214,10,0.6498026086286878
cg10514638,PARK7,31214,10,0.6207859023906028
cg16136678,PARK7,31214,10,0.4506844801461324
cg08532870,ERRFI1,21904,5,0.2423514715273403
cg19560758,ERRFI1,21904,5,0.5841109984653884
cg03335216,ERRFI1,21904,5,0.6475936128439481
cg04609307,SLC45A1,26341,5,0.5210900873355037
cg09216375,SLC45A1,26341,5,0.562522294035198
cg07171527,SLC45A1,26341,5,0.3395910326891097
cg12907988,SLC45A1,26341,5,0.3466662568687463
cg10490717,RERE,465245,18,0.5603015242959776
cg11832727,RERE,465245,18,0.5298561623332037
cg24669932,RERE,465245,18,0.4743761370177836
cg27388298,RERE,465245,18,0.438741541206973
cg22711777,SPSB1,76652,4,0.44145517831291
cg06456464,SPSB1,76652,4,0.2357190115568986
cg25369015,SLC25A33,45696,1,0.7184434793660229
cg19896639,SLC25A33,45696,1,0.748502733977548
cg04621676,SLC25A33,45696,1,0.5100759933959444
cg00490256,SLC25A33,45696,1,0.5663123343028726
cg00917899,SLC25A33,45696,1,0.534768980142141
cg10009930,SLC25A33,45696,1,0.4957016124911749
cg18176336,TMEM201,26003,6,0.6566268556824431
cg10877147,TMEM201,26003,6,0.4214148194415616
cg21003981,TMEM201,26003,6,0.2929214235665067
cg22045271,PIK3CD,77382,7,0.5914842819233193
cg26573321,PIK3CD,77382,7,0.6140804982888753
cg17325959,PIK3CD,77382,7,0.3014049552066596
cg01800926,CLSTN1,95500,6,0.6223016566429685
cg27399414,CLSTN1,95500,6,0.6269677687715204
cg24044762,CLSTN1,95500,6,0.6531991622586463
cg24551579,CLSTN1,95500,6,0.6430262560178565
cg26985289,CLSTN1,95500,6,0.6944487540223626
cg23616100,CLSTN1,95500,6,0.662190413051172
cg19858017,CLSTN1,95500,6,0.6136196043584594
cg00123104,CLSTN1,95500,6,0.5924384651136707
cg27566521,CTNNBIP1,62060,5,0.2321470488505161
cg08893875,CTNNBIP1,62060,5,0.2468715021857549
cg07584845,CTNNBIP1,62060,5,0.3152374693319303
cg17972631,CTNNBIP1,62060,5,0.3184919112998832
cg01576340,CTNNBIP1,62060,5,0.3531719558664983
cg17512868,CTNNBIP1,62060,5,0.5440007599857645
cg25033138,CTNNBIP1,62060,5,0.6365934894956352
cg24523535,CTNNBIP1,62060,5,0.175753436029985
cg00418146,NMNAT1,42073,5,0.5555334515580403
cg00418146,LZIC,21292,6,0.5555334515580403
cg23610023,NMNAT1,42073,5,0.475069975520383
cg23610023,LZIC,21292,6,0.475069975520383
cg01929105,NMNAT1,42073,5,0.6330627568848681
cg06853505,NMNAT1,42073,5,0.7988324819662759
cg02338858,LZIC,21292,6,0.7361464874579294
cg25188832,LZIC,21292,6,0.7141135969627586
cg04413397,LZIC,21292,6,0.593508820722708
cg26685197,LZIC,21292,6,0.7523241978464754
cg02481619,LZIC,21292,6,0.6793084052966378
cg15591198,LZIC,21292,6,0.682526526059456
cg14202757,RBP7,18814,2,0.3852747752744466
cg20413202,RBP7,18814,2,0.2640196651361953
cg03406535,RBP7,18814,2,0.427600615672022
cg27083689,RBP7,18814,2,0.4967991793988682
cg18086187,RBP7,18814,2,0.6017342569577956
cg03994053,RBP7,18814,2,0.5680733760695814
cg27561954,RBP7,18814,2,0.4852880975416804
cg15707544,UBE4B,148407,11,0.4217197921968754
cg23036426,UBE4B,148407,11,0.7465831914636493
cg00993191,UBE4B,148407,11,0.631120611354561
cg13374225,UBE4B,148407,11,0.7688343582232344
cg19306864,KIF1B,170798,10,0.4267615287518614
cg21142984,KIF1B,170798,10,0.3387924247624064
cg24722365,KIF1B,170798,10,0.2925733618290649
cg22822919,KIF1B,170798,10,0.3602879161191767
cg06615861,KIF1B,170798,10,0.4083361684478965
cg11342332,KIF1B,170798,10,0.5032097465869356
cg17520927,PGD,21552,12,0.6583320592486878
cg02068989,PGD,21552,12,0.671717217656509
cg18017109,PGD,21552,12,0.6070300010124882
cg22341865,PGD,21552,12,0.5198259572372556
cg25312481,PGD,21552,12,0.5767529993762669
cg13077490,PGD,21552,12,0.563414902383445
cg06719487,APITD1-CORT,22051,4,0.6836671570082635
cg15494174,APITD1-CORT,22051,4,0.8384754074972605
cg09578353,APITD1-CORT,22051,4,0.4445876388417814
cg11047111,APITD1-CORT,22051,4,0.6572087149654929
cg12465353,APITD1-CORT,22051,4,0.5335415668035159
cg20696875,DFFA,16004,3,0.7156761882222589
cg15452426,DFFA,16004,3,0.7453994673909154
cg19358594,DFFA,16004,3,0.5524826012581363
cg22728639,DFFA,16004,3,0.520028655589384
cg11843760,DFFA,16004,3,0.7002473163821434
cg26609202,DFFA,16004,3,0.71209306582776
cg18149508,DFFA,16004,3,0.7136081613512126
cg17075937,DFFA,16004,3,0.7627665160836611
cg21149582,DFFA,16004,3,0.8068563112554225
cg21934588,DFFA,16004,3,0.7919236137226482
cg04223606,DFFA,16004,3,0.6825591465132687
cg10971874,PEX14,158470,5,0.5021209641691855
cg14649924,PEX14,158470,5,0.6059032136367302
cg10322360,PEX14,158470,5,0.5016727390964547
cg22723098,PEX14,158470,5,0.5549618097116844
cg20739510,PEX14,158470,5,0.6948573511170067
cg01068006,PEX14,158470,5,0.7878420147808702
cg17944110,CASZ1,160046,9,0.5947203773519789
cg16523380,CASZ1,160046,9,0.6399677624593091
cg24298421,CASZ1,160046,9,0.4867736253783398
cg13057174,CASZ1,160046,9,0.5975968986196409
cg00787856,CASZ1,160046,9,0.4865896607257884
cg15482690,TARDBP,13382,10,0.3939248383169668
cg00692549,TARDBP,13382,10,0.5722635259555465
cg10233455,TARDBP,13382,10,0.4988632308823033
cg12177942,SRM,5440,6,0.5610847523541663
cg10490147,SRM,5440,6,0.7014303496138262
cg21099221,SRM,5440,6,0.7255238278660351
cg21379816,SRM,5440,6,0.3087494692905241
cg13686362,SRM,5440,6,0.2672051673064453
cg05372549,SRM,5440,6,0.3668923162685655
cg07029998,MTOR,155972,7,0.5565200302551939
cg06632353,MTOR,155972,7,0.3468044461178257
cg08854313,MTOR,155972,7,0.433126025767673
cg08862778,MTOR,155972,7,0.5191772354509203
cg08734093,MTOR,155972,7,0.6633049539748107
cg26230245,MTOR,155972,7,0.7184674243967576
cg19625377,MTOR,155972,7,0.7998109652738635
cg20240601,MTOR,155972,7,0.7421236569287344
cg16128122,MTOR,155972,7,0.7058265573796982
cg24863624,MTOR,155972,7,0.7658121654325991
cg14854718,MTOR,155972,7,0.8051485445718253
cg12092561,PTCHD2,58418,4,0.3897154716287466
cg21296749,PTCHD2,58418,4,0.359114681023278
cg15658487,PTCHD2,58418,4,0.6441023483973229
cg09018444,PTCHD2,58418,4,0.580941789316173
cg20692414,PTCHD2,58418,4,0.6094988900465931
cg22697136,FBXO2,7418,5,0.3920598689214477
cg01420388,FBXO2,7418,5,0.4249817207456071
cg07426195,FBXO2,7418,5,0.3374614857085029
cg25430671,FBXO2,7418,5,0.2970481157422403
cg25430671,FBXO44,8952,9,0.2970481157422403
cg24664312,FBXO44,8952,9,0.0935947957180025
cg04290747,FBXO44,8952,9,0.3037542241370964
cg08587480,FBXO44,8952,9,0.3335705607005527
cg10667970,FBXO6,10230,3,0.5697847472967356
cg24598449,FBXO6,10230,3,0.4851811554466818
cg23671600,FBXO6,10230,3,0.1042308658362845
cg13193548,FBXO6,10230,3,0.1114328170148573
cg06868562,MAD2L2,17170,9,0.4671860995651518
cg08425760,AGTRAP,18718,14,0.4338405907278472
cg08945450,AGTRAP,18718,14,0.6027732942218276
cg21826784,AGTRAP,18718,14,0.6308314875738842
cg15527643,AGTRAP,18718,14,0.599935739557207
cg25467652,AGTRAP,18718,14,0.575065497294516
cg20164720,AGTRAP,18718,14,0.6069127227052372
cg13862210,AGTRAP,18718,14,0.5609629142809935
cg17324198,AGTRAP,18718,14,0.6383742796850195
cg17350448,AGTRAP,18718,14,0.4441804612543831
cg17514528,MTHFR,21197,9,0.3916158021880419
cg17745097,MTHFR,21197,9,0.5989946209020053
cg14032528,CLCN6,36994,9,0.3919078496067451
cg23226134,CLCN6,36994,9,0.4873994874160141
cg10221637,CLCN6,36994,9,0.4354469389760068
cg25628740,CLCN6,36994,9,0.4048624557902742
cg11276438,CLCN6,36994,9,0.5025888957173498
cg27012203,CLCN6,36994,9,0.5161464555555738
cg23952195,CLCN6,36994,9,0.4427066201270311
cg08269394,CLCN6,36994,9,0.4008924254225994
cg23068701,CLCN6,36994,9,0.4512868951653291
cg01807377,NPPB,1467,1,0.6758182000332894
cg04779720,NPPB,1467,1,0.5884157492464415
cg03593358,MFN2,33333,6,0.639421389406402
cg26784491,MFN2,33333,6,0.6059117579958241
cg16040838,MFN2,33333,6,0.5909676499826768
cg22377027,MFN2,33333,6,0.5032047974348238
cg05523254,MFN2,33333,6,0.4030682403987999
cg19502972,MFN2,33333,6,0.6280262183996412
cg02202858,MIIP,12579,8,0.735323650062664
cg19602920,MIIP,12579,8,0.7383554559554552
cg15059389,MIIP,12579,8,0.6538265264918761
cg15570296,MIIP,12579,8,0.6608901662713961
cg06753883,MIIP,12579,8,0.6359144152681525
cg05080566,MIIP,12579,8,0.6554002243073704
cg04205193,MIIP,12579,8,0.5235499535532476
cg24953506,MIIP,12579,8,0.5309003363261994
cg23687103,MIIP,12579,8,0.512642848783117
cg23355725,MIIP,12579,8,0.5492979273233911
cg19896198,TNFRSF8,80830,5,0.6313574863100779
cg14834850,TNFRSF8,80830,5,0.7256421653202207
cg05121790,TNFRSF8,80830,5,0.6510078068782619
cg07166679,TNFRSF8,80830,5,0.5821900658833993
cg13836770,TNFRSF1B,42225,4,0.5656024493592973
cg15819646,TNFRSF1B,42225,4,0.5589347537311267
cg24635257,TNFRSF1B,42225,4,0.5205085242537716
cg08844894,TNFRSF1B,42225,4,0.4197267670521841
cg24682307,TNFRSF1B,42225,4,0.3672528154841883
cg22337605,TNFRSF1B,42225,4,0.506218284404081
cg09229231,DHRS3,49798,4,0.4856836478153599
cg09361488,DHRS3,49798,4,0.7001787612933252
cg26887379,DHRS3,49798,4,0.7144058687836025
cg26937389,DHRS3,49798,4,0.6227700296662563
cg26917873,DHRS3,49798,4,0.6369746091615821
cg01083689,DHRS3,49798,4,0.5370887098199947
cg11694418,DHRS3,49798,4,0.570863959163755
cg15007156,KAZN,519339,8,0.4972883149142413
cg05006349,KAZN,519339,8,0.6446997272956025
cg03391684,KAZN,519339,8,0.6405021127688613
cg24349832,TMEM51,67948,6,0.5627544758267259
cg20375690,TMEM51,67948,6,0.7581836093005491
cg24535573,TMEM51,67948,6,0.7758208034229108
cg17015937,TMEM51,67948,6,0.7416449181372636
cg25975626,TMEM51,67948,6,0.7249342115850864
cg10132838,TMEM51,67948,6,0.7635047309624244
cg00772714,TMEM51,67948,6,0.6085034820631566
cg25908635,TMEM51,67948,6,0.6513106403808081
cg22269795,EFHD2,20448,2,0.5040809350086666
cg15026696,EFHD2,20448,2,0.377275783490244
cg17355239,EFHD2,20448,2,0.189159284041675
cg23598254,EFHD2,20448,2,0.1521706464282862
cg25215654,EFHD2,20448,2,0.3265102498807438
cg15650240,EFHD2,20448,2,0.3668640526253508
cg05660106,CASP9,35702,11,0.71655573351232
cg02612026,CASP9,35702,11,0.7011776644879534
cg12612238,CASP9,35702,11,0.4016435820371194
cg21858823,CASP9,35702,11,0.046644688736489
cg16706559,CASP9,35702,11,0.2598412851739933
cg06178322,PLEKHM2,50437,4,0.3973594355467704
cg03006225,PLEKHM2,50437,4,0.2679282071830016
cg09073052,PLEKHM2,50437,4,0.2313898405513759
cg10232936,PLEKHM2,50437,4,0.1472868060929055
cg00979634,PLEKHM2,50437,4,0.325834058878873
cg23628968,SPEN,92596,5,0.6773061764942102
cg18813148,SPEN,92596,5,0.571520218533133
cg09178529,SPEN,92596,5,0.2567373737175216
cg09826002,SPEN,92596,5,0.2952133509298755
cg15500658,SPEN,92596,5,0.4709604767553926
cg16907344,SPEN,92596,5,0.5556605865801792
cg06526137,SPEN,92596,5,0.4192792022515683
cg07437033,ZBTB17,34263,17,0.1332014952026144
cg04655804,ZBTB17,34263,17,0.245607500737674
cg17446719,ZBTB17,34263,17,0.5503249385125113
cg20703523,ZBTB17,34263,17,0.6454057564301121
cg22492252,ZBTB17,34263,17,0.7897580062877754
cg03745244,FAM131C,15863,2,0.3595950638844664
cg10798048,FAM131C,15863,2,0.1013734777178956
cg01495321,EPHA2,31750,4,0.571346652160736
cg09178261,EPHA2,31750,4,0.5207097377287276
cg08137080,EPHA2,31750,4,0.4597858629809639
cg15483964,EPHA2,31750,4,0.5127262473724957
cg15415507,EPHA2,31750,4,0.534744174583691
cg22391883,RSG1,5462,2,0.4280996273937542
cg14170756,RSG1,5462,2,0.6496439132977714
cg01978368,RSG1,5462,2,0.695672280901127
cg27555392,FBXO42,105615,4,0.5338866789101879
cg14093570,FBXO42,105615,4,0.6375281892250192
cg13491192,FBXO42,105615,4,0.6480522232917245
cg20387712,FBXO42,105615,4,0.5269888717601593
cg21601498,FBXO42,105615,4,0.4801070766752774
cg07459264,NECAP2,19406,13,0.6803164464659773
cg15881444,NECAP2,19406,13,0.6065518554651432
cg09861604,NECAP2,19406,13,0.5624594073310192
cg06766450,NECAP2,19406,13,0.58835580044401
cg16011258,NECAP2,19406,13,0.6018350267538329
cg03136512,NECAP2,19406,13,0.6520905447613424
cg18194393,NECAP2,19406,13,0.6692316006651353
cg05985737,MFAP2,6333,7,0.413632777438588
cg16718986,MFAP2,6333,7,0.2733846770433815
cg05055766,MFAP2,6333,7,0.404535270001568
cg18236739,ATP13A2,25970,14,0.4692139091180879
cg12999103,ATP13A2,25970,14,0.5710483289577188
cg13115616,ATP13A2,25970,14,0.3747716813384044
cg15465571,ATP13A2,25970,14,0.3747432430918856
cg03861428,SDHB,35448,8,0.4176536447711049
cg11678423,SDHB,35448,8,0.698151421269394
cg27222219,SDHB,35448,8,0.7009970673815481
cg24305835,SDHB,35448,8,0.5227781240909485
cg07595554,SDHB,35448,8,0.4007943098476949
cg06151567,RCC2,32964,3,0.7588195431769167
cg01346589,RCC2,32964,3,0.6286160732379704
cg16032384,RCC2,32964,3,0.5694280924882882
cg20465008,RCC2,32964,3,0.5625609035836345
cg21243909,RCC2,32964,3,0.6275113768030504
cg00992659,RCC2,32964,3,0.518671861828745
cg11850961,RCC2,32964,3,0.5720929256816144
cg03227570,RCC2,32964,3,0.3753443327648692
cg22031887,RCC2,32964,3,0.5052322320027577
cg25607239,RCC2,32964,3,0.6415229355830909
cg03963900,ALDH4A1,31349,6,0.5852902092638115
cg24698537,ALDH4A1,31349,6,0.594742845839448
cg08164334,ALDH4A1,31349,6,0.6847913923216169
cg01972394,ALDH4A1,31349,6,0.7245888875024665
cg24395907,ALDH4A1,31349,6,0.6563528600807695
cg08538976,ALDH4A1,31349,6,0.7683701024398373
cg26407146,ALDH4A1,31349,6,0.5292078081825892
cg02853781,ALDH4A1,31349,6,0.5808086834135261
cg09170051,ALDH4A1,31349,6,0.5163871920905388
cg21728447,ALDH4A1,31349,6,0.643872041528881
cg17851730,ALDH4A1,31349,6,0.6537225524523408
cg12092708,ALDH4A1,31349,6,0.6778344078481564
cg18026264,EMC1,35888,14,0.4613482860947446
cg04013393,EMC1,35888,14,0.4364376196655823
cg26117986,PQLC2,16974,6,0.214310636130174
cg26117986,AKR7A2,8181,5,0.214310636130174
cg05764766,PQLC2,16974,6,0.1954483848198864
cg05764766,AKR7A2,8181,5,0.1954483848198864
cg20810288,PQLC2,16974,6,0.3598106625390211
cg15311933,PQLC2,16974,6,0.4049625049118001
cg03076210,CAPZB,146799,11,0.2304261103625885
cg25325159,CAPZB,146799,11,0.0302363309556516
cg09143185,MINOS1,32837,9,0.6204586473682361
cg09143185,MINOS1-NBL1,61076,4,0.6204586473682361
cg03976231,MINOS1,32837,9,0.6266924614152183
cg09262552,MINOS1,32837,9,0.512816443584362
cg04703227,MINOS1,32837,9,0.5384038438403982
cg09133562,TMCO4,117732,9,0.2025185409714568
cg06362348,TMCO4,117732,9,0.4603405231954828
cg26886978,TMCO4,117732,9,0.7942455641478873
cg11719836,OTUD3,30432,3,0.5135394913455301
cg07010359,OTUD3,30432,3,0.5143766783312151
cg25277397,OTUD3,30432,3,0.8273541813407426
cg15555335,OTUD3,30432,3,0.571925021875335
cg03120789,OTUD3,30432,3,0.5380619699535871
cg00447682,CAMK2N1,3829,2,0.4008208489219093
cg23993660,PINK1,18056,3,0.6143506587243701
cg17975245,PINK1,18056,3,0.4542110170994937
cg20697630,PINK1,18056,3,0.3537897608348988
cg21537245,PINK1,18056,3,0.4561210422221481
cg03218019,DDOST,9730,6,0.6899786436775778
cg02151528,DDOST,9730,6,0.664277219765618
cg26303861,DDOST,9730,6,0.6269271021526568
cg14565919,DDOST,9730,6,0.5764851721187954
cg16383081,DDOST,9730,6,0.4977894547670997
cg23677039,KIF17,54003,9,0.6323514284980932
cg01054622,KIF17,54003,9,0.5934031894923272
cg05356564,KIF17,54003,9,0.5310230565371412
cg15613048,KIF17,54003,9,0.5866566283402717
cg21184320,KIF17,54003,9,0.3876482101576035
cg05704196,SH2D5,13105,7,0.6427240608609827
cg20794273,SH2D5,13105,7,0.7146229403889587
cg25277868,SH2D5,13105,7,0.6706085715975195
cg20567404,SH2D5,13105,7,0.5865187052414337
cg07717763,SH2D5,13105,7,0.670589233866529
cg12908894,SH2D5,13105,7,0.6810929848883499
cg04902671,SH2D5,13105,7,0.129726026615105
cg03472655,SH2D5,13105,7,0.6771469023192805
cg23097509,HP1BP3,44662,14,0.5712743461305785
cg16718920,HP1BP3,44662,14,0.4047500997594121
cg19078903,HP1BP3,44662,14,0.7361676720167187
cg00577361,HP1BP3,44662,14,0.6150139985288364
cg23992472,EIF4G3,370414,18,0.6105458260333999
cg08463298,EIF4G3,370414,18,0.635778109456908
cg21384718,EIF4G3,370414,18,0.6152026207598563
cg00583332,EIF4G3,370414,18,0.6629928763834998
cg14170663,EIF4G3,370414,18,0.5851071203370604
cg07384903,EIF4G3,370414,18,0.5114155917544766
cg02953624,EIF4G3,370414,18,0.5470199603610906
cg19270764,EIF4G3,370414,18,0.551718693511127
cg10693773,EIF4G3,370414,18,0.6010339561211475
